,id,title,content,status,lecture_name,lecture_slide,postDate,tag,subject,user_id
46,131,Graph relationship의 방향,"Lecture #14: Graph Database - Cypher Practice ppt p.17 Validate the Date 부분에서 질문이 생겨 글 남깁니다!Match (o:Order)-[rel:CONTAINS]->(p:Product) RETURN p, rel, o LIMIT 50;이라는 쿼리에서 Order이 Product를 CONTAIN하는 방향으로 화살표가 가리키고 있는데, 반대 방향으로 화살표를 날려 Product가 Order을 CONTAIN하도록 하면 no record로 나왔습니다..처음 Graph를 생성할 때는 화살표 방향에 대한 정보를 주지 않았는데 자연스럽게 Order이 Product를 CONTAIN하도록 설정되어있는 이유가 궁금합니다!감사합니다!",posted,Lecture 14 Graph Database (2),17,2023. 4. 25 오후 12:50:00,Neo4j,2,
47,137,프로젝트 주제 선정 관련 질문,"팀원들과 회의를 하면서 주제를 선정하게 되었고, 그 이후에 올려주신 작년 프로젝트 ppt를 확인하였는데저희가 선정했던 주제와 매우 유사한 주제임과 더불어 제공하려는 서비스 또한 매우 유사하였음을 확인하였습니다.이에 주제는 동일하게 가져가되, 제공하는 서비스 및 수집하는 데이터 등을 수정하여 프로젝트 계획을 세워보고자 하였습니다.하지만 그렇다고 하더라도 작년에 수행되었던 프로젝트와 다소 겹치는 부분들이 존재할 것 같은데혹시 이럴 경우, 프로젝트 점수 평가에 있어서 패널티가 있을지 여쭈어보고 싶습니다.감사합니다.심정훈 올림.",posted,Lecture 1: Course Introduction,1,2023. 4. 27 오후 1:31:00,기타,2,
48,139,[프로젝트] 2022 수업 프로젝트 코드,안녕하세요 박사님저번 수업 중 선배들이 진행한 2022 프로젝트 관련 코드를 보고 싶으면 깃허브 링크로 들어가보라 하셨는데https://github.com/jhleepidl/2022_Spring_BKMS말씀하신 깃허브 링크가 이 곳이 맞는지요.그리고 이 링크에 있는 파일들이 전부인지 궁금합니다.감사합니다.,posted,Lecture 1: Course Introduction,1,2023. 4. 27 오후 4:11:00,기타,2,
49,143,Query Execution in Row Store 질문드립니다.,"Lecture #16: Query Processing - Relational Algebra, Selection ppt p.16위 수식에 따르면 Slot 1의 sname을 읽기 위해서는 62~82 Byte를 읽어야하게 됩니다!그렇다면 58 Byte 이전 0~58 Byte에는 어떤 정보가 담겨있는 것인가요?Database Catalog가 들어가 있다고 생각하면 되는지 혹시 Slot 0도 존재해서 그런건 지 궁금합니다!감사합니다!",posted,Lecture 16: Query Processing (1),16,2023. 5. 1 오후 2:20:00,Query Processing,2,
50,145,출석 관련 문의,"안녕하세요.제가 Neo4j 오류가 지속되어 문제를 여쭈어보려고 내일(5/2 화요일) 수업 대면 출석 신청을 했는데, 문제가 해결되었습니다.혹시 내일 비대면(줌)으로 수업을 수강해도 괜찮을까요?",posted,Lecture 1: Course Introduction,1,2023. 5. 1 오후 7:55:00,기타,2,
51,148,Project dataset 관련하여 질문드립니다.,"안녕하세요!프로젝트에서 활용할 데이터셋에 대해 질문이 생겨 글 남깁니다!저희 조는 영어 난이도별 영어책 추천 및 독서모임 구성 서비스를 제공하고자합니다.혹시 추후에 서비스 데모를 시현하기 위해 서비스 이용자의 정보를 담은 데이터셋은 저희가 임의로 생성해도 되는지 궁금합니다!(영어책 관련 데이터셋은 수집하였고, 이용자 데이터셋에는 이용자들의 user id, 영어수준 등의 정보를 포함할 예정입니다)감사합니다.",posted,Lecture 1: Course Introduction,1,2023. 5. 5 오후 2:18:00,기타,2,
52,150,bigquery dbeaver 연결 문의,안녕하세요.빅쿼리를 디비버에 연결하려는데 엑세스 문제가 있어서 문의 드립니다.편집자로만 역할을 부여했을 때에도 엑세스 문의가 있어서 새로운 프로젝트를 만들고 소유자와 편집자 역할 모두 부여했는데도 오류코드를 받았습니다.어떻게 해야 연결할 수 있을까요?확인 부탁드립니다ㅠㅠ감사합니다.,posted,Lecture 1: Course Introduction,1,2023. 5. 5 오후 6:54:00,BigQuery,2,
53,152,과제4 데이터 선정 관련 질문,"과제4에 이용될 데이터를 선정할 때, Assignment 4 설명 pdf의 link를 누르면 이동되는Marketplace에서 선정해야 하는 것인지,아니면 설명 pdf에 기재되어 있는대로 Bigquery public datasets에서 선정하여도 되는지 궁금합니다.(아래 그림의 빨간 밑줄 부분)",posted,Lecture 1: Course Introduction,1,2023. 5. 5 오후 8:32:00,과제4,2,
54,154,과제4 비지도학습 사용시 evaluation 문의,"안녕하세요, 과제 4에서 학습방법으로 k-means clustering을 사용하려고 합니다.과제 instruction에서 학습된 모델로 training/evaluation/prediction을 수행하라고 하셨는데,비지도학습은 evaluation이 불가능하여 어떻게하면 될지 문의드립니다.training과 prediction만 진행하면 될까요?감사합니다.",posted,Lecture 1: Course Introduction,1,2023. 5. 5 오후 4:01:00,과제4,2,
55,156,과제4 preprocessing 부분,"안녕하세요,사전처리 Reference를 보면 자동사전처리는 모두 알아서, 수동사전처리는 방법만 코드로 작성하면데이터를 그대로 넣어도 모델 내부에서 처리한 후 학습 및 예측에 사용하는 것으로 보이는데요이렇게 standardizing, one-hot encoding같이 모델이 관여하는 사전처리까지 모두 직접해야하나요?감사합니다.",posted,Lecture 1: Course Introduction,1,2023. 5. 6 오후 6:32:00,과제4,2,
56,158,과제4 용량초과,어떠한 이유에서 free tier의 사용량을 초과한 것 같은데 이런 경우는 새 계정으로 하는 수밖에 없을까요?감사합니다.,posted,Lecture 1: Course Introduction,1,2023. 5. 6 오후 11:40:00,과제4,2,
57,161,[팀 프로젝트] 프로포절 제출,"안녕하세요, 내일이 팀 프로포절 발표날인데, 혹시 팀 프로포절 발표 자료를 미리 드라이브에 올려야 하는게 맞나요?수정할 권한이 없다고 떠서 여쭤봅니다. 감사합니다!김도윤 드림.",posted,Lecture 1: Course Introduction,1,2023. 5. 10 오후 12:36:00,기타,2,
58,163,프로포절 assumption for workloads,안녕하세요.Lecture #15: Project Introduction 슬라이드를 보면 프로포절에 들어가야 할 요소 중 시나리오의 assumption for workloads가 있던데 어떤 것을 의미하는지 좀 더 설명을 듣고 싶어 문의 드립니다,posted,Lecture 1: Course Introduction,1,2023. 5. 10 오후 4:42:00,기타,2,
59,165,bigquery 과제 dataset 질문,"안녕하세요, 교수님!빅쿼리 과제 데이터에 대해 궁금한 사항이 있어 문의 드립니다.과제 수행 시 구글에서 제공하는 분석 시나리오는 피하라고 안내해 주셨는데,동일한 데이터셋을 다른 시나리오로 분석하는 것은 가능한걸까요?(e.g. k-means clustering에 소개된 데이터셋을 가지고 회귀분석 수행하는 경우 등)감사합니다!김주희 드림.",posted,Lecture 1: Course Introduction,1,2023. 5. 11 오후 5:29:00,과제4,2,
60,167,출결 문의,"안녕하세요 데이터사이언스 대학원 석사과정 김권호입니다.5/16일 예비군으로 인해 수업에 참여할 수 없을 것 같은데,출결 처리에 관한 서류 및 절차가 궁금하여 문의드립니다.",posted,Lecture 1: Course Introduction,1,2023. 5. 13 오후 6:44:00,기타,2,2023-24422
61,169,equi & non equi join,"수업에서 나비 표시의 오른쪽 아래에 조건이 있을 경우, non-equi가 된다고 들었는데그렇다면 예시로 들어주신 relation algebra의 형광 부분은 non-equi join이 되는 것인지 여쭤보고 싶습니다.흔히 알던 일반적인 join과 다르지 않다고 생각했는데 왜 non-equi join인지 여쭤보고 싶습니다.감사합니다!!",posted,Lecture 1: Course Introduction,1,2023. 5. 14 오후 12:27:00,Query Processing,2,
62,172,5월 9일수업 예비군 출석 문의,"안녕하세요! 항상 좋은 수업 감사드립니다.다름이 아니라 제가 5월 9일 수업에 예비군이 있었는데,예비군에 참여하느라 수업에 온전히 참여하지 못했고, 그 결과 지각 처리 되었습니다.아래 첨부된 사진들과 같이 인증이 가능한데, 혹시 출석 상태 변경이 가능한지 궁금합니다.",posted,Lecture 1: Course Introduction,1,2023. 5. 16 오전 3:29:00,기타,2,
63,174,벡터 DBMS 서버 관련 문의,"안녕하세요, 교수님저희 조(16조)가 프로젝트에서 Milvus와 같은 벡터 DBMS를 사용하려고 하는데, 혹시 PostgreSQL과 Neo4j처럼 Milvus 서버도 하나 만들어주실 수 있을지 문의드리고 싶습니다.팀원들과 공유할 수 있는 벡터 DBMS가 있다면 프로젝트를 하는 데에 큰 도움이 될 것 같습니다. ",posted,Lecture 1: Course Introduction,1,2023. 5. 16 오후 6:07:00,기타,2,
64,176,프로젝트 DB Schema 관련 질문드립니다,"안녕하세요team3 조원 송지우입니다.이번 프로젝트에서 DBMS로 PostgreSQL과 Neo4j를 사용하려고 하는데요,이전에 proposal 발표에서와 같이 유저가 모임에 참여하거나 어떠한 액티비티(축제나 행사)가 해시태그를 갖는 경우 neo4j에 relationship으로 data를 추가하려 하였습니다.이러한 data는 PostgreSQL에서도 추가가 가능하다고 생각합니다. (Enrollment 테이블처럼)이런 경우 PostgreSQL에서도 데이터를 추가해야 하나요? 아니면 용도에 맞게 적절히 저장하면 되나요?감사합니다.-송지우 올림",posted,Lecture 1: Course Introduction,1,2023. 5. 18 오후 9:50:00,기타,2,
65,178,postgresql db 연결에러 질문드립니다.,안녕하세요 .db연결하려고 하는데연결이 안된다고 나옵니다. 혹시 어떻게 해야할까요?,posted,Lecture 1: Course Introduction,1,2023. 5. 20 오후 1:51:00,PostgreSQL,2,
66,180,[데이터 크기로 인해 kernel die 문제],"안녕하세요 현재 전처리를 다 한 후 연구실 서버를 이용하여 db에 직접 올리거나 json 혹은 csv로 file을 출력하여 활용하려 하였는데 쥬피터 상에서 계속 kernel이 죽습니다.아무래도 데이터의 양이 너무 커서 메모리 부족으로 인해 발생하는 문제인 것 같습니다. (abstract data 사용)to_json, to_csv 및 gz, zip 압축 다 시도하여 보았는데 memory 문제로 인해 이렇게 되는 것 같습니다.혹시 다른 대안이 있을지 혹은 저희가 사용 가능한 서버를 데이터 업로드 시에만 잠시 빌릴 수 있을지 궁금하여 문의드립니다.감사합니다.정재원 올림",posted,Lecture 1: Course Introduction,1,2023. 5. 22 오후 8:01:00,기타,2,
67,183,프로젝트 서버 접속 불가,Reboot하셨다고 하셔서 오늘 아침에 다시 해보았는데 아직 접속이 안되는 것 같습니다.제가 학교 밖에서 접속하긴 했는데 당장 학교에 가기가 어려워서요.혹시 저만 안되는 것인지 확인 가능할까요..??,posted,Lecture 1: Course Introduction,1,2023. 5. 23 오전 10:48:00,기타,2,
68,185,password authentication failed,"안녕하세요. postgresql 서버 접속하려고 하는데 계속 password authentication failed라고 나와 질문드립니다.저희가 10조라서 team10, qwer10 이런 식으로 입력하였는데 혹시 이 부분이 잘못되었는지 아니면 다른 설정이 잘못된 부분이 있는지 궁금합니다.감사합니다.조원국 드림.",posted,Lecture 1: Course Introduction,1,2023. 5. 23 오후 5:33:00,PostgreSQL,2,
69,187,MVCC lost updates question,Why the expected result is A = 40? I don't see 40 anywhere in this slide.,posted,Lecture 22 Transactions (3),25,2023. 5. 24 오전 12:22:00,Transaction,2,
70,189,transaction 관련 질문드립니다.,"교수님 안녕하세요, transaction 관련하여 2가지 질문 드립니다.1) transaction 표기 방법lecture 21 슬라이드에는 operation(예를 들어 X = X - 20) 과정을 생략한 것 같아 많이 헷갈리는데요. 아래 예시를 다음과 같이 바꾸어 이해해도 괜찮은지 질문드립니다.2) Read 없이 Write만 있는 경우Transaction에서 Read 없이 Write가 먼저 나오는 상황에 대해 더 설명해주실 수 있으실까요?기본적으로 Read를 통해 읽은 값(X)을 가지고 Operation(X = X-20)을 수행하고, Write로 그 값을 수정(교체)해준다고 생각했는데요, Write만 있는 경우에도 그 안에 Read와 Operation이 포함되어있는지 궁금합니다.2가지 답변 부탁드립니다. 감사합니다.이유섭 드림",posted,Lecture 21 Transactions (2),15,2023. 5. 25 오후 12:29:00,Transaction,2,
71,190,[Lecture 23] logging 관련 질문 드립니다,"안녕하세요 금일 수업 내용 중 궁금한 점이 생겨 질문 드립니다.redo, undo 설명에서 사용된 예시를 보면 log buffer에 <T1, A,8>과 같은 형식의 로그가 저장되는데이러한 로그는 physical loggin이나 logical logging 중 어떤 logging 방법과 연관이 있는 건가요?감사합니다.",posted,Lecture 1: Course Introduction,1,2023. 5. 25 오후 1:21:00,Logging,2,
