,id,title,body,tags
128,70148848,How to select full month calendar with attendance condition in MySQL?,"Good day! I tried searching this problem all over stack overflow but I cant find the right keyword to search, I guess its better to ask you guys for help.
I am trying to create an attendance history that is base on two tables:
<ol>
<li>attendance table</li>
<li>calendar_dimension table</li>
</ol>
attendance table has data like below

and calendar_dimension is just a basic table with dates, like so:
Please note that is a full month calendar:
<pre><code>|    date     |   datestatus  |
+-------------+---------------+
| 2021-11- 1  to  2021-11-25  |
| 2021-11-26  |   Holiday     |
| 2021-11-27  |               |
| 2021-11-28  |               |
| 2021-11-29  |               |
| 2021-11-30  |               |
</code></pre>
What I have done so far is by joing calendar_dimension and attendance table.
Now, I have something like this: e.g. for 00001, which is working on my end:
<pre><code>|  idnumber   |   punchin   |   punhout   |  date_created  |
+-------------+-------------+-------------+----------------+
|   0001      |    7:30:00  |   16:00:00  |   2021-11-29   |
</code></pre>
And for 0002:
<pre><code>|  idnumber   |   punchin   |   punhout   |  date_created  |   Status   |
+-------------+-------------+-------------+----------------+------------+
|   0001      |    7:30:00  |   16:00:00  |   2021-11-27   |  Present   |
|   0001      |    7:30:00  |   16:00:00  |   2021-11-28   |  Present   |
|   0001      |    7:30:00  |   16:00:00  |   2021-11-29   |  Present   |
</code></pre>
I want my history table looks like this by employee:
<pre><code>|  idnumber   |   punchin   |   punhout   |  date_created  |   Status   |
+-------------+-------------+-------------+----------------+------------+
|                      2021-11-1 to 2021-11-25                          |
|   0001      |    7:30:00  |   16:00:00  |   2021-11-26   |  Holiday   |
|   0001      |    7:30:00  |   16:00:00  |   2021-11-27   |  Absent    |
|   0001      |    7:30:00  |   16:00:00  |   2021-11-28   |  Absent    |
|   0001      |    7:30:00  |   16:00:00  |   2021-11-29   |  Present   |
</code></pre>
the 30th of November will be displayed tomorrow.
is there other way to make this possible? Thanks",mysql
129,70116493,How to check col before insert values in Sql?,"Hello this is my first question here, im new to php / mysql , im creating some functions to return/add values in a table.
I have a table called , i'll use this for store user ratings votes for my other table: <code>combos</code>.
The logic is when a user send a rating, this take the actual combo_id (inside <code>combos</code>, already have it), take user email, and compare it inside <code>combo_votes</code>. If not exists, then insert a new entry on table for count a new vote.
I search and found this 2 ways:

These 2 ways dont work with me! I'm using phpMyAdmin, on a shared host;
SOME CODES :
<pre><code>//save post
$combos-&gt;saveCombo($userName, $userEmail, $userPhoto, $userIp, $comboWeapon, $comboInputs, $comboDifficulty, $comboDescription, $comboTrue, $comboStatus, $comboVideo);

// get last id inserted post &lt; this return the last ID inserted BY THE USER RIGHT?? I think y...
$comboId = mysqli_insert_id($connection-&gt;getConn());

// add a new vote entry, for who post the combo with id .
$combos-&gt;updateComboVotes($comboId, $userName, $userEmail, $userPhoto, $userIp, $comboDifficulty, $comboTrue);

// user saves a post (game combo) on db
public function saveCombo($userName, $userEmail, $userPhoto, $userIp, $comboWeapon, $comboInputs, $comboDifficulty, $comboDescription, $comboTrue, $comboStatus, $comboVideo)
    {
        $sql = &quot;INSERT INTO combos (user_name, user_email, user_photo, user_ip, combo_weapon, combo_inputs, combo_description, combo_status, combo_video)
            VALUES ('$userName', '$userEmail', '$userPhoto', '$userIp', '$comboWeapon', '$comboInputs', '$comboDescription', '$comboStatus', '$comboVideo')&quot;;
        $this-&gt;db-&gt;insertQuery($sql);

        return true;
    }

    // i execute this for add a entry on combo_votes for who posted the combo
public function updateComboVotes($comboId, $userName, $userEmail, $userPhoto, $userIp, $comboDifficulty, $comboTrue)
    {
        $sql = &quot;INSERT INTO combo_votes (combo_id, user_name, user_email, user_photo, user_ip, is_true, combo_difficulty)
            VALUES ('$comboId', '$userName', '$userEmail', '$userPhoto', '$userIp', '$comboTrue', '$comboDifficulty')&quot;;
        $this-&gt;db-&gt;insertQuery($sql);

        return true;
    }
</code></pre>",mysql
130,70153686,SQL Fetch batch query for an array of elements,"I currently have a query that checks if a row exists based on some fields. I wonder how can I do the same query for a batch or an array of items. This is the current query:

I am currently iterating an array and doing this query for each element:
<pre><code>customers.filter {
  val row = fetchSingleRow(
      ctx, getExistingRowsSql, mapOf(
      &quot;Id&quot; to it[&quot;Id&quot;],
      &quot;Uuid&quot; to it[&quot;Uuid&quot;],
      &quot;subCustomer&quot; to it[&quot;subCustomer&quot;]
  ))
  val newCustomer = row.isNullOrEmpty()
  if (!newCustomer) update(ctx, updateSql, it)
  newCustomer
}
</code></pre>
That means if I have an array with 100 items it will do a fetch query 100 times. I would like to avoid that and do a batch call where I could check for all 100 items immediately which ones exist in the table.
How can I do such query?",sql|postgresql
131,70157570,Cypher query to check locations and sublocations,"I have Profile node which may be linked to Location node via :LOCATED_IN relationship.
In turn, Location represents unlimited composite structure of nested Location nodes linked with :CONTAINS relationships between them.
I need to find all Profiles which linked to specified location IDs or their parent locations on unlimited levels.
I'm trying to create such Cypher query but it doesn't work as expected. This is what I have so far:

What am I doing wrong and how to fix it?",neo4j|cypher
132,70221170,Dynamic/Customized Week Number,"Let us say there is a table which stores data for student's attendance for classes. The student only need to attend each class once weekly. Hinging on the <strong><em>days_diff</em></strong> column, we decide which weeks the student should get credited for. As usual, each week has 7 days and the end of the week (in days) is divisible by 7. There is a different case for Week 3 in my scenario, whenever the <strong>week_3</strong> is attended, the week ends at that attendance date and <strong>week_4</strong> is started the next day.
I am using postgreSQL 11.4!

<div class=""s-table-container"">
<table class=""s-table"">
<thead>
<tr>
<th>student_name</th>
<th>class_subject</th>
<th>registration_date</th>
<th>attendance_date</th>
<th>days_diff</th>
<th>week_num</th>
</tr>
</thead>
<tbody>
<tr>
<td>Frank</td>
<td>Chemistry</td>
<td>2021-10-15</td>
<td>2021-10-18</td>
<td>3</td>
<td>week_1</td>
</tr>
<tr>
<td>Frank</td>
<td>Chemistry</td>
<td>2021-10-15</td>
<td>2021-10-24</td>
<td>9</td>
<td>week_2</td>
</tr>
<tr>
<td>Frank</td>
<td>Chemistry</td>
<td>2021-10-15</td>
<td>2021-11-01</td>
<td>17</td>
<td>week_3</td>
</tr>
<tr>
<td>Frank</td>
<td>Chemistry</td>
<td>2021-10-15</td>
<td>2021-11-10</td>
<td>26</td>
<td>week_4</td>
</tr>
<tr>
<td>Frank</td>
<td>Chemistry</td>
<td>2021-10-15</td>
<td>2021-11-20</td>
<td>36</td>
<td>week_6</td>
</tr>
<tr>
<td>Danny</td>
<td>Physics</td>
<td>2021-10-20</td>
<td>2021-10-25</td>
<td>5</td>
<td>week_1</td>
</tr>
<tr>
<td>Danny</td>
<td>Physics</td>
<td>2021-10-20</td>
<td>2021-11-02</td>
<td>13</td>
<td>week_2</td>
</tr>
<tr>
<td>Danny</td>
<td>Physics</td>
<td>2021-10-20</td>
<td>2021-11-08</td>
<td>19</td>
<td>week_3</td>
</tr>
<tr>
<td>Danny</td>
<td>Physics</td>
<td>2021-10-20</td>
<td>2021-11-23</td>
<td>34</td>
<td>week_5</td>
</tr>
<tr>
<td>Danny</td>
<td>Physics</td>
<td>2021-10-20</td>
<td>2021-11-30</td>
<td>41</td>
<td>week_6</td>
</tr>
</tbody>
</table>
</div>
Desired Week Breakdown:
<pre><code>student    days_in_week      week_number
Frank         1-7               week_1
Frank         8-14              week_2
Frank        15-17              week_3     &lt;-----week_3 shakes up the week breakdown
Frank        18-24              week_4
Frank        25-31              week_5........
Danny         1-7               week_1
Danny         8-14              week_2
Danny        15-19              week_3     &lt;----week_3 shakes up the week breakdown
Danny        20-26              week_4
Danny        27-33              week_5........
</code></pre>
Requested: <strong>new_week_num</strong> column
<div class=""s-table-container"">
<table class=""s-table"">
<thead>
<tr>
<th>student_name</th>
<th>class_subject</th>
<th>registration_date</th>
<th>attendance_date</th>
<th>days_diff</th>
<th>week_num</th>
<th>new_week_num</th>
</tr>
</thead>
<tbody>
<tr>
<td>Frank</td>
<td>Chemistry</td>
<td>2021-10-15</td>
<td>2021-10-18</td>
<td>3</td>
<td>week_1</td>
<td>week_1</td>
</tr>
<tr>
<td>Frank</td>
<td>Chemistry</td>
<td>2021-10-15</td>
<td>2021-10-24</td>
<td>9</td>
<td>week_2</td>
<td>week_2</td>
</tr>
<tr>
<td>Frank</td>
<td>Chemistry</td>
<td>2021-10-15</td>
<td>2021-11-01</td>
<td>17</td>
<td>week_3</td>
<td>week_3</td>
</tr>
<tr>
<td>Frank</td>
<td>Chemistry</td>
<td>2021-10-15</td>
<td>2021-11-10</td>
<td>26</td>
<td>week_4</td>
<td>week_5</td>
</tr>
<tr>
<td>Frank</td>
<td>Chemistry</td>
<td>2021-10-15</td>
<td>2021-11-20</td>
<td>36</td>
<td>week_6</td>
<td>week_7</td>
</tr>
<tr>
<td>Danny</td>
<td>Physics</td>
<td>2021-10-20</td>
<td>2021-10-25</td>
<td>5</td>
<td>week_1</td>
<td>week_1</td>
</tr>
<tr>
<td>Danny</td>
<td>Physics</td>
<td>2021-10-20</td>
<td>2021-11-02</td>
<td>13</td>
<td>week_2</td>
<td>week_2</td>
</tr>
<tr>
<td>Danny</td>
<td>Physics</td>
<td>2021-10-20</td>
<td>2021-11-08</td>
<td>19</td>
<td>week_3</td>
<td>week_3</td>
</tr>
<tr>
<td>Danny</td>
<td>Physics</td>
<td>2021-10-20</td>
<td>2021-11-23</td>
<td>34</td>
<td>week_5</td>
<td>week_6</td>
</tr>
<tr>
<td>Danny</td>
<td>Physics</td>
<td>2021-10-20</td>
<td>2021-11-30</td>
<td>41</td>
<td>week_6</td>
<td>week_7</td>
</tr>
</tbody>
</table>
</div>",sql|postgresql
133,70280828,Is there a way to have a column reference one of two columns on seperate tables?,"I am creating a system that has  and <code>Comments</code>. The <code>Posts</code> reference to a <code>Location</code> as seen below.

I have created a sequence so that both <code>Posts</code> and <code>Comments</code> can share a set of ids, so they are all unique. But now, I need the <code>Comments</code> to reference either a <code>Post</code> <em><strong>OR</strong></em> another <code>Comment</code>. Like
<pre><code>reference_id INTEGER
        REFERENCES Posts OR Comments,
</code></pre>
I'm thinking I might have to create a third table, but even that seems... obscure to me. Every time I think about it, it seems I'm stuck in some sort of recursive loop of &quot;well, this comment is a child level which will link to posts, and then I need a grandchild level comment that references just child level comments, and then I need a great-grandchild level comment...&quot;
Is there a way to do this? Preferably without a third table, but whatever works, I'll take.",sql|postgresql
134,70297087,"Select between dates, but ignoring year. Problems when filtering over year end","I have a table with birthdays:

I want to find all person with birthday inside a given interval. It works fine, when my two dates are in the same year:
<pre><code>SELECT * 
FROM birthdays 
WHERE DATE_FORMAT(day, &quot;%m-%d&quot;) BETWEEN DATE_FORMAT('2021-12-01',&quot;%m-%d&quot;) AND DATE_FORMAT('2021-12-31',&quot;%m-%d&quot;);
</code></pre>
But the moment I filter between two dates over year end, I get nothing. I tried two approaches: DATE_FORMAR and DAYOFYEAR, with the same result:
<pre><code>SELECT * 
FROM birthdays 
WHERE DATE_FORMAT(day, &quot;%m-%d&quot;) BETWEEN DATE_FORMAT('2021-11-28',&quot;%m-%d&quot;) AND DATE_FORMAT('2022-01-01',&quot;%m-%d&quot;);

SELECT * 
FROM birthdays
WHERE DAYOFYEAR(day) BETWEEN DAYOFYEAR('2021-11-28') AND DAYOFYEAR('2022-01-01')
</code></pre>
Here is a <a href=""http://sqlfiddle.com/#!9/cdb0bb/5"" rel=""nofollow noreferrer"">SQL Fiddle</a> with the problem.",mysql
135,70299767,CONTAINS with boundary across multiple words in Neo4j,"I'm trying to do a CONTAINS with boundaries across MULTIPLE words in neo4j. Any advice?
EQUIVALENT OF:

Would return:<br>
&quot;Peter&quot;,&quot;Peter Andrew Morrison&quot;<br>
&quot;Andrew&quot;,&quot;Peter Andrew Morrison&quot;<br>
&quot;Sarah Morgan&quot;,&quot;Sarah Morgan Wilkerson&quot;<br>
<br>
Would not return <br>
&quot;Pete&quot;,&quot;Peter Andrew Morrison&quot;<br>
&quot;Pete Andrew&quot;,&quot;Peter Andrew Morrison&quot;<br>
&quot;Sara&quot;,&quot;Sarah Morgan Wilkerson&quot;<br>
<br>
Is regex the way to go? If so, how do you add the a.part in regex? I tried
<pre><code>WHERE b.whole=~'.*'+a.part+'.*'
</code></pre>
but that returns an error.
Or should I splice b.whole into a list and do b.part in list?
<pre><code>WITH b, a, split(b.whole, ' ') as list 
WHERE a.part in list
</code></pre>
But this only allows one word at a time and I need multiple word matches... any thoughts? <br>TIA!!!",neo4j
136,70247947,Insert a value into a serialized field on table1 then inserting that serialized value into table2 when there are unique constraints,"These are my tables:

I'm trying to insert a value into <code>networks</code> and then insert the auto-generated <code>network_id</code> into another table.
This query works for values that don't exist in <code>networks</code> and does what I'm looking for:
<pre><code>WITH par_key AS (
    INSERT INTO networks (network_name) VALUES ('ethereum')
    RETURNING network_id
)
INSERT INTO addresses (network_id, address)
VALUES (
    (select par_key.network_id from par_key),
    'address1'
)
</code></pre>
However, this query results in a duplicate error:
<pre><code>WITH par_key AS (
    INSERT INTO networks (network_name) VALUES ('ethereum')
    RETURNING network_id
)
INSERT INTO addresses (network_id, address)
VALUES (
    (select par_key.network_id from par_key),
    'address2'
)
</code></pre>
<pre class=""lang-none prettyprint-override""><code>ERROR:  duplicate key value violates unique constraint &quot;networks_token_name_key&quot;
DETAIL:  Key (network_name)=(ethereum) already exists.
</code></pre>
I'd like the query to execute on <code>addresses</code> with the <code>network_id</code> if the value already exists in <code>networks</code>.
Edit: had to rename <code>token_name</code> in the above table to <code>network_name</code>.",sql|postgresql
137,70209040,How to add create_time in Postgresql like Mysql?,"How to add create_time in Postgresql like Mysql as below?
<pre class=""lang-sql prettyprint-override""></pre>
Thanks so much for any advic
Thanks so much for any advice",postgresql
138,70332598,Count Unique Data With Minimum Date Postgres,"I got a problem while trying to count data in my table.
for example my table look like this:

I tried to use this query
<pre><code>WITH first_transaction_AS (SELECT MIN(transaction_date), id FROM test),
previous_month AS (SELECT DISTINCT idFROM test 
WHERE transaction_date &gt;= date_trunc('month', transaction_date)-interval '1 month' 
AND transaction_date &lt; date_trunc('month', transaction_date)

-- WHERE clause for previous month will be dynamic

SELECT date_trunc('month', transaction_date), COUNT(DISTINCT id)
FROM test 
WHERE test.id NOT IN (SELECT id FROM previous_month) AND transaction_date NOT IN (SELECT min FROM first_transaction)
</code></pre>
I wanted to achieve a aggregate query where:
Count ID Where ID has Transaction this month AND ID Without Transaction Last Month AND It's not the ID's First Transaction
The current problem is, ID 8 and 9 Will still be count Because they has a transaction after their first transaction in the same month.
So what i aim for the result is:
<pre><code>    Date                    |         Count
  2021-12-01 00:00:00       |           1  (4)
</code></pre>",sql|postgresql
139,70324166,How to count users group by time interval,"I have a table with user id and created_at of type timestamp, I want to count how many users have created their account in 3 hours interval for a given day. so far I have created this query but I'm not able to get the count for each three hours

I am able to get series and count but they are total users count for that day
The output I got
<pre class=""lang-none prettyprint-override""><code>time_sample                count
2021-12-01 00:00:00.000000, 4
2021-12-01 03:00:00.000000, 4
2021-12-01 06:00:00.000000, 4
2021-12-01 09:00:00.000000, 4
2021-12-01 12:00:00.000000, 4
2021-12-01 15:00:00.000000, 4
2021-12-01 18:00:00.000000, 4
2021-12-01 21:00:00.000000, 4
2021-12-02 00:00:00.000000, 4
</code></pre>
The output I expect is
<pre class=""lang-none prettyprint-override""><code>time_sample                count
2021-12-01 00:00:00.000000, 0
2021-12-01 03:00:00.000000, 0
2021-12-01 06:00:00.000000, 3
2021-12-01 09:00:00.000000, 1
2021-12-01 12:00:00.000000, 0
2021-12-01 15:00:00.000000, 0
2021-12-01 18:00:00.000000, 0
2021-12-01 21:00:00.000000, 0
2021-12-02 00:00:00.000000, 0
</code></pre>",sql|postgresql
140,70135343,Changing the same column type in all tables in PostgreSQL. The column contains the data,"The schema name is postgre_x_schema and the column name is y_column.
Column type is numeric, data available(1 and 0 ).
I will convert the column and set to boolean (1 = 'TRUE' and 0='FALSE) '.
But how can I do this on all tables.
*300 tables have the same column and in datahema name is postgre_x_schema and the column name is y_column.
Column type is numeric, data available(1 and 0 ).
I will convert the column and set to boolean (1 = 'TRUE' and 0='FALSE) '.
But how can I do this on all tables.
*300 tables have the same column and in datachema name is postgre_x_schema and the column name is y_column.
Column type is numeric, data available(1 and 0 ).
I will convert the column and set to boolean (1 = 'TRUE' and 0='FALSE) '.
But how can I do this on all tables.
*300 tables have the same column and in datahema name is postgre_x_schema and the column name is y_column.
Column type is numeric, data available(1 and 0 ).
I will convert the column and set to boolean (1 = 'TRUE' and 0='FALSE) '.
But how can I do this on all tables.
*300 tables have the same column and in data.",postgresql
141,70332547,What is the most powerful way to import data into a Neo4J database?,"I have 150 Mysql tables of about 3M rows with just over 200 columns per row at the moment (the number will only increase),
I would like to transfer my tables to a single Neo4J database with each field being a node,
so with the numbers above it would be :
<ul>
<li>150 =&gt; number of tables</li>
<li>3M =&gt; number of rows</li>
<li>200 =&gt; number of fields</li>
<li>10 =&gt; number of possible values in each field on average</li>
</ul>
so (150 * 3000000) + (200 * 10)= 450'002'000 nodes approximately
Which method will be the most appropriate for importing so many nodes and relationships?
knowing that there are 6 specific nodes that serve as unique identifiers and that must therefore be merged to avoid duplicates.
I think the MATCH is extremely heavy so I guess it should be avoided as much as possible, do you think it will be useful to use a method to know if the node exists other than asking Neo4J (for example a MongoDB) in order to avoid a MATCH, is a good idea?
Thank you in advance 150 Mysql tables of about 3M rows with just over 200 columns per row at the moment (the number will only increase),
I would like to transfer my tables to a single Neo4J database with each field being a node,
so with the numbers above it would be :
<ul>
<li>150 =&gt; number of tables</li>
<li>3M =&gt; number of rows</li>
<li>200 =&gt; number of fields</li>
<li>10 =&gt; number of possible values in each field on average</li>
</ul>
so (150 * 3000000) + (200 * 10)= 450'002'000 nodes approximately
Which method will be the most appropriate for importing so many nodes and relationships?
knowing that there are 6 specific nodes that serve as unique identifiers and that must therefore be merged to avoid duplicates.
I think the MATCH is extremely heavy so I guess it should be avoided as much as possible, do you think it will be useful to use a method to know if the node exists other than asking Neo4J (for example a MongoDB) in order to avoid a MATCH, is a good idea?
Thank you in advancee 150 Mysql tables of about 3M rows with just over 200 columns per row at the moment (the number will only increase),
I would like to transfer my tables to a single Neo4J database with each field being a node,
so with the numbers above it would be :
<ul>
<li>150 =&gt; number of tables</li>
<li>3M =&gt; number of rows</li>
<li>200 =&gt; number of fields</li>
<li>10 =&gt; number of possible values in each field on average</li>
</ul>
so (150 * 3000000) + (200 * 10)= 450'002'000 nodes approximately
Which method will be the most appropriate for importing so many nodes and relationships?
knowing that there are 6 specific nodes that serve as unique identifiers and that must therefore be merged to avoid duplicates.
I think the MATCH is extremely heavy so I guess it should be avoided as much as possible, do you think it will be useful to use a method to know if the node exists other than asking Neo4J (for example a MongoDB) in order to avoid a MATCH, is a good idea?
Thank you in advance 150 Mysql tables of about 3M rows with just over 200 columns per row at the moment (the number will only increase),
I would like to transfer my tables to a single Neo4J database with each field being a node,
so with the numbers above it would be :
<ul>
<li>150 =&gt; number of tables</li>
<li>3M =&gt; number of rows</li>
<li>200 =&gt; number of fields</li>
<li>10 =&gt; number of possible values in each field on average</li>
</ul>
so (150 * 3000000) + (200 * 10)= 450'002'000 nodes approximately
Which method will be the most appropriate for importing so many nodes and relationships?
knowing that there are 6 specific nodes that serve as unique identifiers and that must therefore be merged to avoid duplicates.
I think the MATCH is extremely heavy so I guess it should be avoided as much as possible, do you think it will be useful to use a method to know if the node exists other than asking Neo4J (for example a MongoDB) in order to avoid a MATCH, is a good idea?
Thank you in advance.",neo4j
142,70217246,Optimize query with IN clause for one-to-many association,"Currently having 2 tables
<ol>
<li>Users -&gt; <em>1 million records</em></li>
<li>Requests -&gt; <em>10 millions records</em></li>
</ol>
A  has many <code>Requests</code>. I'm fetching all the users alongside with <strong>their last created</strong> <code>Request</code> with by something like the following query:

which does work, but with very very poor performance (&gt; 7 sec). I understand the reason why and i'm trying to find a solution for that, even if i have to modify the schema.
<strong>Note:</strong> <code>Requests</code> table consists of <code>Boolean</code> columns, and I'm not quite sure if indexing will help here.",sql|postgresql
143,70060538,Will importing a database mysqldump that excludes a table from source preserve the table in destination?,"Moving a database () from one server to the next and there was one table (<code>big_table</code>) that was so large it took longer to import into the destination than our preferred maintenance window so we kept the application communicating with the source database server while the destination continued to import.
Now we want to redo the process to get what has changed in two steps:
<ol>
<li>dump all tables from source except the <code>big_table</code> and make sure we don't overwrite or drop the very large table already in the destination when we import</li>
<li>dump the new/updated records from the <code>big_table</code> since the last timestamp and import those delta records into the existing destination <code>db.big_table</code></li>
</ol>
For the first step, will this work to preserve <code>db1</code> and <code>db.big_table</code> in the destination while recreating all other tables?
<pre class=""lang-sh prettyprint-override""><code>mysqldump -h host1 db1 --ignore-table=db1.big_table --no-create-db | mysql -h host2 db1
</code></pre>
For the second step, if I know there are no updates and only new records in <code>big_table</code> since a known timestamp, will this work do that?
<pre class=""lang-sh prettyprint-override""><code>mysqldump -h host1 db1 big_table --no-create-info --where &quot;timestamp &gt; '${LAST_EXPORTED_TIMESTAMP}'&quot; | mysql -h host2 db1
</code></pre>
I am trying to understand if each of these &quot;patch&quot; attempts of changes in source since the first import into destination doesn't try to drop/create <code>db1</code> or <code>db1.big_table</code> but instead just captures and imports all tables except <code>big_table</code> and only new records in <code>big_table</code> since a known timestamp.
Is there a better way to do this than I've drafted
For the second step, if I know there are no updates and only new records in <code>big_table</code> since a known timestamp, will this work do that?
<pre class=""lang-sh prettyprint-override""><code>mysqldump -h host1 db1 big_table --no-create-info --where &quot;timestamp &gt; '${LAST_EXPORTED_TIMESTAMP}'&quot; | mysql -h host2 db1
</code></pre>
I am trying to understand if each of these &quot;patch&quot; attempts of changes in source since the first import into destination doesn't try to drop/create <code>db1</code> or <code>db1.big_table</code> but instead just captures and imports all tables except <code>big_table</code> and only new records in <code>big_table</code> since a known timestamp.
Is there a better way to do this than I've drafted?",mysql
144,70190367,Having issues with bigquery connector for power bi,"I have a PowerBi desktop model connected to BigQuery I've been updating it for a while but since yesterday upon pressing the refresh button it keeps loading but never finishes the refresh process.
The average refresh time used to be around 3-4 minutes, also I have another PowerBi model connected to BigQuery but it won't refresh either, I thought there was something wrong with BigQuery but it's working.
<a href=""https://i.stack.imgur.com/mOuDH.png"" rel=""nofollow noreferrer""></a>
Thanks for your hel a PowerBi desktop model connected to BigQuery I've been updating it for a while but since yesterday upon pressing the refresh button it keeps loading but never finishes the refresh process.
The average refresh time used to be around 3-4 minutes, also I have another PowerBi model connected to BigQuery but it won't refresh either, I thought there was something wrong with BigQuery but it's working.
<a href=""https://i.stack.imgur.com/mOuDH.png"" rel=""nofollow noreferrer""></a>
Thanks for your hele a PowerBi desktop model connected to BigQuery I've been updating it for a while but since yesterday upon pressing the refresh button it keeps loading but never finishes the refresh process.
The average refresh time used to be around 3-4 minutes, also I have another PowerBi model connected to BigQuery but it won't refresh either, I thought there was something wrong with BigQuery but it's working.
<a href=""https://i.stack.imgur.com/mOuDH.png"" rel=""nofollow noreferrer""></a>
Thanks for your hel a PowerBi desktop model connected to BigQuery I've been updating it for a while but since yesterday upon pressing the refresh button it keeps loading but never finishes the refresh process.
The average refresh time used to be around 3-4 minutes, also I have another PowerBi model connected to BigQuery but it won't refresh either, I thought there was something wrong with BigQuery but it's working.
<a href=""https://i.stack.imgur.com/mOuDH.png"" rel=""nofollow noreferrer""></a>
Thanks for your help",google-bigquery
145,70368164,"How am I misusing the null-coalescing operator? Is this evaluating ""null"" correctly? I want it to show as 'Unknown' if it is null","this is my code
I want the age column to display as Unknown if it is NULL. However, it is not accepting my COALESCE part  after the DATE_PART subtraction
SELECT
COALESCE(DATE_PART('year', death::date) - DATE_PART('year', birth::date), 'Unknown') AS age,
FROM emperors
ORDER BY name ASC
DataError: (psycopg2.errors.InvalidTextRepresentation) invalid input syntax for type double precision: &quot;Unknown&quot;
LINE 5: ...', death::date) - DATE_PART('year', birth::date), 'Unknown')..s my code
I want the age column to display as Unknown if it is NULL. However, it is not accepting my COALESCE part  after the DATE_PART subtraction
SELECT
COALESCE(DATE_PART('year', death::date) - DATE_PART('year', birth::date), 'Unknown') AS age,
FROM emperors
ORDER BY name ASC
DataError: (psycopg2.errors.InvalidTextRepresentation) invalid input syntax for type double precision: &quot;Unknown&quot;
LINE 5: ...', death::date) - DATE_PART('year', birth::date), 'Unknown')..is my code
I want the age column to display as Unknown if it is NULL. However, it is not accepting my COALESCE part  after the DATE_PART subtraction
SELECT
COALESCE(DATE_PART('year', death::date) - DATE_PART('year', birth::date), 'Unknown') AS age,
FROM emperors
ORDER BY name ASC
DataError: (psycopg2.errors.InvalidTextRepresentation) invalid input syntax for type double precision: &quot;Unknown&quot;
LINE 5: ...', death::date) - DATE_PART('year', birth::date), 'Unknown')..s my code
I want the age column to display as Unknown if it is NULL. However, it is not accepting my COALESCE part  after the DATE_PART subtraction
SELECT
COALESCE(DATE_PART('year', death::date) - DATE_PART('year', birth::date), 'Unknown') AS age,
FROM emperors
ORDER BY name ASC
DataError: (psycopg2.errors.InvalidTextRepresentation) invalid input syntax for type double precision: &quot;Unknown&quot;
LINE 5: ...', death::date) - DATE_PART('year', birth::date), 'Unknown')...",postgresql
146,70314877,BigQuery user-defined function in JavaScript does not prune partitions,"I have a BigQuery table that I'd like to partition by low-cardinality string column. That's not possible, so I have to hash strings into integer and partition by integer. I made a very naive hashing algorithm that converts those strings into integers between 0 and 100.
So far so good, I made a new table partitioned by this new integer field which is simply a function of another field. Now I can query this table by partitioned integer field and greatly reduce traffic. Cool! But I really want to query by the string field, so I made a user-defined function that basically does the hashing so I can write queries like this:

Which is essentially the same as this, but more performant:
<pre><code>SELECT * FROM `partitioned_table` WHERE unpartitioned_string_field = &quot;abc&quot;
</code></pre>
Now the problem is, if I create user-defined function <code>HashOf</code> as SQL (just naive case-when, for example) it works just fine, the traffic reduces as expected. However, if I create the function as JavaScript (which is preferable here), then it has no effect on the traffic. The query works, but requires full table scan. Both SQL and JavaScript versions return exactly the same result, but JavaScript version doesn't prune partitions it seems like.
Am I missing something? Why JavaScript user-defined function does not prune partitions even though it returns the correct integer value for partitioned field?",google-bigquery
147,70358301,Default users for MySQL 8 installation on Linux,"A fresh install of MySQL 8 on Linux yields the following default users for us:

After creating our own users, with the correct privileges, we are thinking of deleting all the users, other than root (i.e. <code>debian-sys-maint, mysql.infoschema, mysql.session and mysql.sys</code>).
<hr />
<strong>Q)</strong> Is it okay to delete the default users, other than root, or will there be any unexpected surprises if we do that?",mysql
148,70036765,How to keep objects in node Neo4j,"I have array of objects with this structure

I am trying to find the best way to keep it in neo4j node. Since later I am going to search, filter ... on this data I don't want to keep hole object as string. Creating property by name object.name is not possible because I have punctuation marks. The ideal way would be to keep it as property, because I am going to use this data as property of node, but removing punctuation marks from name is not an option too.
Probably I could keep them in array
<pre><code>['here is the name', ' and the second element of array is the text']
</code></pre>
In this case the problem will be to give correct name to the property, which will have this array.
Another option could be to keep all data in list like this
<pre><code>tabs: ['first name - first value', ' second name - second value']
</code></pre>
but to search later I will need to use regex inside the list. this doesn't seem flexible.
So what would be the best way ?
Thank you in advance!",neo4j|cypher
