id,title,body,accepted_answer_id,answer_count,comment_count,community_owned_date,creation_date,favorite_count,last_activity_date,last_edit_date,last_editor_display_name,last_editor_user_id,owner_display_name,owner_user_id,parent_id,post_type_id,score,tags,view_count
1087653,facebook connect javascript example available?,"<ol>
<li>in order to try out facebook connect, is it ok, if my registered status look like below</li>
</ol>

<pre>
Directory Status: Not submitted
Directory Status: Not submitted
API Key
    ...
Application Secret
    ...
Application ID
    ...
Contact Email
    user@yahoo.com
Support Email Address
    user@yahoo.com
Connect URL
    http://localhost:8888/testapp
Base Domain

FBML/iframe
    iframe
Developer Mode
    On
Application Type
    Website
Private Install
    No
Application Description
    TestLogin

</pre>

<ol start=""2"">
<li>any simple html demo on using faceebook connect to do authentication using javascript?</li>
</ol>",,0,2,,2009. 7. 6 오후 3:34:53,,2009. 7. 6 오후 4:03:15,2009. 7. 6 오후 3:48:45,,50214,,108869,,1,1,javascript|facebook,3535
1088339,MMC Extension Snap-in order,"<p>Anyway I can reorder the extension snapins of an MMC 3.0 snapin?</p>

<p>I have two snapins one being 3.0 and one being 2.0. The 3.0 snapin always appears before the 2.0 becuase in the registry it appears like ""FX:{GUID}"" where the 2.0 appears as ""{GUID}"" and I belive it shows the snapins alphbetically based on guid.</p>",,0,0,,2009. 7. 6 오후 5:50:44,,2015. 9. 22 오전 12:45:45,,,,,127853,,1,1,mmc|mmc3,470
1089882,WPF/Windows Forms Host on Windows7,"<p>I have a crash that's happening on Windows7 but not on XP, and was hoping for some insight.</p>

<p>The application has an OpenGL Windows Form control used to display 16 bit grayscale images.  This control works well under XP, and has been wrapped with a WindowsFormHost to run under WPF.  When I start the application in Windows 7, the application crashes with a generic error stating that the WindowsFormHost crashed on creation.</p>

<p>Is this form of windows forms hosting broken on Windows 7?</p>

<p>EDIT: it's listed as an <code>XAMLParseException</code>, for what that's worth.</p>",,0,3,,2009. 7. 7 오전 12:48:42,,2013. 2. 1 오전 5:21:34,2013. 2. 1 오전 5:21:34,,1002260,,21981,,1,1,wpf|opengl|windows-7|xamlparseexception|windowsformshost,688
1090441,Jquery draggable with safari 4,"<pre><code>$("".droppable"").droppable({
        drop: function(event, ui) {

            var fileName = $(ui.draggable).attr(""src"").match(/[\/|\\]([^\\\/]+)$/); // get filename.

            var url = $(""#hurl"").val();
            if ($(ui.draggable).attr('name') == ""template"")
                url = $(""#turl"").val();

            var obj = $(ui.draggable).clone().attr(""src"", url + fileName[1]).css(""width"", ""345px"").css(""height"", ""215px"");
            $(this).empty();
            obj.draggable({
                    distance: 100,
                    helper: 'clone',
                    opacity: 0.35,
                    revert: 'valid',
                    stop: function(event, ui) {
                        $(this).remove();
                    }

                } //obj.draggable 
            );
            $(this).append(obj);
        }, //drop:

        accept: "".draggable_template""
    }

);
</code></pre>

<p>The above code worked for IE7, IE6, Firefox 3, Chrome, Opera 10beta, but doesn't work in Safari 4.</p>

<p>The specific problem lies in this piece of code: </p>

<pre><code>stop: function(event, ui) { 
    $(this).remove(); 
}
</code></pre>

<p>In safari 4, this code is not called. </p>

<p>Is there any way to work around this?</p>",,0,0,,2009. 7. 7 오전 5:05:37,,2019. 12. 25 오후 2:57:15,2019. 12. 25 오후 2:57:15,,1105314,,101326,,1,1,javascript|jquery|safari,648
1090615,Difference between giving full trust to a web service through web.config vs caspol?,"<p>If a web service is using an assembly for its implementation, what's the difference between giving the website/webservice full trust in web.config versus giving the assembly full trust using a tool like caspol? </p>",,0,0,,2009. 7. 7 오전 6:04:12,,2009. 7. 7 오전 6:04:12,,,,,129001,,1,1,.net|security,215
1092330,How can I make a XAML Trigger call a XAML Style?,"<p>This style correctly fades my toolbar in or out based on the changing of a ViewModel Property:</p>

<pre><code>&lt;Style x:Key=""PageToolBarStyle"" TargetType=""Border""&gt;
    &lt;Style.Triggers&gt;
        &lt;DataTrigger Binding=""{Binding PageToolBarVisible}"" Value=""true""&gt;

            &lt;DataTrigger.EnterActions&gt;
                &lt;BeginStoryboard&gt;
                    &lt;Storyboard&gt;
                        &lt;DoubleAnimation
                            Storyboard.TargetProperty=""Opacity""
                            From=""0.0"" 
                            To=""1.0"" 
                            Duration=""0:0:2""/&gt;
                    &lt;/Storyboard&gt;
                &lt;/BeginStoryboard&gt;
            &lt;/DataTrigger.EnterActions&gt;

            &lt;DataTrigger.ExitActions&gt;
                &lt;BeginStoryboard&gt;
                    &lt;Storyboard&gt;
                        &lt;DoubleAnimation
                            Storyboard.TargetProperty=""Opacity""
                            From=""1.0"" 
                            To=""0.0"" 
                            Duration=""0:0:2""/&gt;
                    &lt;/Storyboard&gt;
                &lt;/BeginStoryboard&gt;
            &lt;/DataTrigger.ExitActions&gt;

        &lt;/DataTrigger&gt;

        &lt;Trigger Property=""Opacity"" Value=""0""&gt;
            &lt;Setter Property=""Visibility"" Value=""Collapsed""/&gt;
        &lt;/Trigger&gt;

    &lt;/Style.Triggers&gt;
&lt;/Style&gt;
</code></pre>

<p>However, when the <strong>application loads</strong> the status of the toolbar (faded out or in) is <strong>not in sync</strong> with the value of the ViewModel property (true or false). So I want to <strong>force this style to be executed</strong> upon loading the window, what is the syntax to do this, here is pseudo code of what I want to do:</p>

<pre><code>&lt;Window.Triggers&gt;
    &lt;EventTrigger RoutedEvent=""FrameworkElement.Loaded""&gt;
        &lt;EventTrigger.Actions&gt;

           &lt;!-- PSEUDO-CODE: --&gt;
            &lt;ExecuteTriggerStyle StyleToExecute=""{StaticResource PageToolBarStyle}""/&gt;

        &lt;/EventTrigger.Actions&gt;
    &lt;/EventTrigger&gt;
&lt;/Window.Triggers&gt;
</code></pre>",,0,3,,2009. 7. 7 오후 1:27:47,,2009. 7. 7 오후 1:35:08,2009. 7. 7 오후 1:35:08,,4639,,4639,,1,1,wpf|xaml|animation|triggers,1336
1093419,Safely Grant Access to Replication Monitor to Create Snapshots,"<p>I have a database that I'm publishing to a remote site using Snapshot replication (only method that will work given the application and database schema).  Because the replica database tables are unavailable while the database is refreshing, I am taking and delivering snapshots twice daily.  For the target user population this is okay 99% of the time.</p>

<p>Occasionally they might want to manually kick off a snapshot so the replica will get updated.  My question is how to I grant permission in MSSQL 2005 so the user can do this?</p>

<p>I've added my test account to the SQLAgentUser role in msdb and to the replmonitor role in the distribution database.  This lets me run Replication Monitor and see the publication.  When I try to run ""Generate Snapshot"" I get this error:</p>

<p>""The specified @job_name ('VULCAN-MfgSys803-Vantage8-ProdGLData-3') does not exist. (Microsoft SQL Server, Error 14262)""</p>

<p>I tried granting myself EXECUTE rights to xp_sqlagent_enum_job in master but that didn't help either.</p>",,0,3,,2009. 7. 7 오후 4:38:04,,2014. 3. 9 오후 2:05:41,2014. 3. 9 오후 2:05:41,,321731,Brian Spolarich,,,1,1,security|sql-server-2005|replication|monitoring,355
1093701,NullPointerException in SchemaParsingConfig.setFeature() running Axis2 WSDL2Java,"<p>In the process of my daily work, I am trying to use the WSDL and XSD from this article:</p>

<p><a href=""http://www.ibm.com/developerworks/webservices/library/ws-restwsdl/"" rel=""nofollow noreferrer"">http://www.ibm.com/developerworks/webservices/library/ws-restwsdl/</a></p>

<p>as a template from which to generate some java code.  My desire is to use the generated java code to in some way validate that my (to be) hand-rolled WSDL and schema are reasonably sane.  Problem is, when I run (something like):</p>

<pre><code>...WSDL2Java --noBuildXML --unpack-classes -uri booklist.wsdl -wv 2.0
</code></pre>

<p>I get this exception:</p>

<pre><code> [java] Exception in thread ""main"" org.apache.axis2.wsdl.codegen.CodeGenerationException: Error parsing WSDL
 [java]     at org.apache.axis2.wsdl.codegen.CodeGenerationEngine.&lt;init&gt;(CodeGenerationEngine.java:159)
 [java]     at org.apache.axis2.wsdl.WSDL2Code.main(WSDL2Code.java:35)
 [java]     at org.apache.axis2.wsdl.WSDL2Java.main(WSDL2Java.java:24)
 [java] Caused by: java.lang.NullPointerException
 [java]     at org.apache.xerces.impl.xs.opti.SchemaParsingConfig.setFeature(Unknown Source)
 [java]     at org.apache.xerces.parsers.BasicParserConfiguration.&lt;init&gt;(BasicParserConfiguration.java:261)
 [java]     at org.apache.xerces.impl.xs.opti.SchemaParsingConfig.&lt;init&gt;(Unknown Source)
 [java]     at org.apache.xerces.impl.xs.opti.SchemaParsingConfig.&lt;init&gt;(Unknown Source)
 [java]     at org.apache.xerces.impl.xs.traversers.XSDHandler.&lt;init&gt;(XSDHandler.java:340)
 [java]     at org.apache.xerces.impl.xs.traversers.XSDHandler.&lt;init&gt;(XSDHandler.java:347)
 [java]     at org.apache.xerces.impl.xs.XMLSchemaValidator.&lt;init&gt;(XMLSchemaValidator.java:1086)
 [java]     at org.apache.xerces.parsers.StandardParserConfiguration.configurePipeline(StandardParserConfiguration.java:673)
 [java]     at org.apache.xerces.parsers.StandardParserConfiguration.reset(StandardParserConfiguration.java:627)
 [java]     at org.apache.xerces.parsers.StandardParserConfiguration.parse(StandardParserConfiguration.java:502)
 [java]     at org.apache.xerces.parsers.StandardParserConfiguration.parse(StandardParserConfiguration.java:585)
 [java]     at org.apache.xerces.parsers.XMLParser.parse(XMLParser.java:147)
 [java]     at org.apache.xerces.parsers.DOMParser.parse(DOMParser.java:221)
 [java]     at org.apache.woden.internal.DOMWSDLReader.getDocument(DOMWSDLReader.java:735)
 [java]     at org.apache.woden.internal.DOMWSDLReader.retrieveSchema(DOMWSDLReader.java:629)
 [java]     at org.apache.woden.internal.DOMWSDLReader.parseSchemaImport(DOMWSDLReader.java:380)
 [java]     at org.apache.woden.internal.BaseWSDLReader.parseTypes(BaseWSDLReader.java:573)
 [java]     at org.apache.woden.internal.BaseWSDLReader.parseDescription(BaseWSDLReader.java:429)
 [java]     at org.apache.woden.internal.DOMWSDLReader.readWSDL(DOMWSDLReader.java:185)
 [java]     at org.apache.woden.internal.DOMWSDLReader.readWSDL(DOMWSDLReader.java:158)
 [java]     at org.apache.axis2.description.WSDL20ToAxisServiceBuilder.readInTheWSDLFile(WSDL20ToAxisServiceBuilder.java:1225)
 [java]     at org.apache.axis2.description.WSDL20ToAxisServiceBuilder.readInTheWSDLFile(WSDL20ToAxisServiceBuilder.java:1176)
 [java]     at org.apache.axis2.description.WSDL20ToAxisServiceBuilder.&lt;init&gt;(WSDL20ToAxisServiceBuilder.java:153)
 [java]     at org.apache.axis2.description.WSDL20ToAllAxisServicesBuilder.&lt;init&gt;(WSDL20ToAllAxisServicesBuilder.java:53)
 [java]     at org.apache.axis2.wsdl.codegen.CodeGenerationEngine.&lt;init&gt;(CodeGenerationEngine.java:102)
 [java]     ... 2 more
</code></pre>

<p>Can I not generate the code from files merely sitting in the current directory?  (I have done this before, but it was a WSDL 1.1 file which did not have external supporting schema files)</p>

<p>Is there a known problem with this example WSDL?</p>

<p>Is there a bug in Axis2 (version 1.5) WSDL2Java?  (obviously, it would be nice to have an error message about some missing data, instead of the null pointer/reference throw up)</p>",,0,2,,2009. 7. 7 오후 5:35:41,,2009. 7. 7 오후 5:35:41,,,,,63369,,1,1,xsd|wsdl|rest|axis2|wsdl2java,1083
1094384,Loading Flash when debugging AIR,"<p>I'm trying to create an <strong>Adobe AIR widget</strong> with a <em>Flash</em> menu.  </p>

<p>The Flash menu was created in <strong>SWiSH Max2</strong>, exported as <strong>SWF9</strong> with <strong>SWF6</strong> properties exposed.<br>
The menu works, FSCommand works, and the attached JavaScript work (at least in Firefox).  </p>

<p>However, when I try to test this in the AIR Debug Launcher (ADL), nothing happens.</p>

<p>I've used <strong>SWFObject</strong>, and nothing happens.  I've hard-coded the OBJECT tag, and the best I get is a blank area the size of my Flash object. </p>

<p>I've checked the <strong>adl.exe commandline arguments</strong> and done my best so that it starts locally within the widgets <em>root-dir</em>, but I still get nothing.</p>

<p>Am I missing some specific way to load Flash into an AIR app?  (This would not surprise me, as I am a Flash/SWiSH newbie.)  </p>",,0,2,,2009. 7. 7 오후 7:40:40,,2014. 5. 13 오후 3:44:25,2014. 5. 13 오후 3:44:25,user2062950,,,4252,,1,1,javascript|air|adobe|flash,179
1097415,Kodak Carestream PACS integration,"<p>just a shot in the dark here.
Does anyone here have any experience with coding an integration into Kodak's carestream (pacs) product?</p>

<p>I am trying to integrate into their COM server, but hitting issues with saving Key Images.</p>

<p>I just want to see if this is a suitable forum for asking carestream related queries.</p>

<p>Thanks!
Craig</p>",,0,1,,2009. 7. 8 오전 11:13:24,,2011. 5. 30 오후 7:25:13,2011. 5. 30 오후 7:25:13,,21234,,121183,,1,1,com,323
1100383,LINQ-to-SQL Query Timing Out,"<p>I'm running this query in LINQ:</p>

<pre><code>var unalloc = db.slot_sp_getUnallocatedJobs(""Repair"", 
                  RadComboBox1.SelectedValue, 20);
</code></pre>

<p>It runs when I first open the page, but when I go back to it and try to run the same query with a different value, ""Con"", being passed through, the <code>linq to sql designer.cs</code> tells me that I've got a timeout error.</p>

<p>Any ideas?</p>

<p><strong>Edit:</strong> This is what's in the designer:</p>

<pre><code>[Function(Name=""dbo.slot_sp_getUnallocatedJobs"")]
Public ISingleResult&lt;slot_sp_getUnallocatedJobsResult&gt; slot_sp_getUnallocatedJobs([Parameter(Name=""JobType"", DbType=""VarChar(20)"")] string jobType, [Parameter(Name=""Contract"", DbType=""VarChar(10)"")] string contract, [Parameter(Name=""Num"", DbType=""Int"")] System.Nullable&lt;int&gt; num)
        {
            IExecuteResult result = this.ExecuteMethodCall(this, ((MethodInfo)(MethodInfo.GetCurrentMethod())), jobType, contract, num);
            return ((ISingleResult&lt;slot_sp_getUnallocatedJobsResult&gt;)(result.ReturnValue));
        }
    }
</code></pre>

<p>This is the error:</p>

<pre><code>SQLException was unhandled by user code
Timeout expired.  The timeout period elapsed prior to completion of the operation or the server is not responding.
</code></pre>",,0,6,,2009. 7. 8 오후 8:30:26,0,2010. 4. 12 오후 8:00:05,2009. 7. 8 오후 8:51:06,,95589,,111068,,1,1,linq-to-sql,522
1101567,Change directory access control for common application data folder failed,"<p>Here is my code, and I tried the same code for file access control, it works well.
but doesn't work for common application data on Vista.</p>

<pre><code>private static void GrantEveryoneFullControlRight(string directory)
{
  try
  {
    if (!Directory.Exists(directory))
    Directory.CreateDirectory(directory);

    DirectoryInfo dirInfo = new DirectoryInfo(directory);
    DirectorySecurity ds = dirInfo.GetAccessControl(AccessControlSections.Access);

    FileSystemAccessRule rule = new FileSystemAccessRule(
                                ""Users"", FileSystemRights.FullControl, 
                                AccessControlType.Allow);

    ds.AddAccessRule(rule);
    dirInfo.SetAccessControl(ds);
   }
   catch (Exception ex)
   {
     // Logger.WriteLog(LogType.Error, ex.ToString());
     Console.WriteLine(ex.ToString());
   }
}
</code></pre>",,0,2,,2009. 7. 9 오전 2:34:54,,2020. 4. 28 오전 8:52:28,2020. 4. 28 오전 8:52:28,,2125010,,97485,,1,1,c#|windows-vista,911
1102644,Printing value of memory location when data breakpoint hit,"<p>I'm trying to have VS2008 automatically print out the value of a memory location when that memory location changes. I've successfully set a data breakpoint on this location, however when trying to use the ""When Hit..."" option on the breakpoint to print out the memory value, I'm not having much luck. This is what I've tried entering as the message to print:</p>

<p><code>The value of 0x5844C is now: { *(unsigned int*)0x5844C }</code>, but that just prints the message:</p>

<p><code>The value of 0x5844C is now: &lt;EVALUATION ERROR&gt;</code></p>

<p>What is the proper syntax to use in this case? I can't use symbolic variable names.</p>",,0,0,,2009. 7. 9 오전 8:53:53,1,2009. 7. 9 오전 8:59:19,2009. 7. 9 오전 8:59:19,anon,,,135522,,1,1,visual-c++,522
1104934,ClickOnce is modifying my file dates,"<p>When users get a new update via ClickOnce, the file modification date for the executables and dll's are getting updated to the date of installation.   <br />How can I keep them at the same date as when the project was built?</p>",,0,2,,2009. 7. 9 오후 4:17:22,,2014. 10. 13 오전 8:12:16,2014. 10. 13 오전 8:12:16,,785593,,16012,,1,1,deployment|clickonce,70
1105929,Use of SCRIPTDATAVALUE in FLV File,"<p>The FLV spec from Adobe notes that you can embed values into the FLV. In particular, there is a data tag SCRIPTDATAVALUE which allows a number of different types to be embedded. One of these is the Object type (type 3).</p>

<p>I haven't found any further description of what these data values are used for, and I am wondering whether they allow ActionScript code to be embedded in the video, and if so, what the execution model is for that code (e.g. when does it get called, what elements of the file does the code have access to, etc).</p>",,0,0,,2009. 7. 9 오후 7:16:38,,2020. 4. 28 오전 8:50:03,2020. 4. 28 오전 8:50:03,,2125010,,65361,,1,1,flv,136
1109001,Can I fake a namespace reference in XSLT,"<p>I have a xsl that i've copied out of Sharepoint, and pulled into visual studio.</p>

<p>Visual studio will not compile or apply the transfromation because of this error</p>

<pre><code>XslTransformException
---------------------
Cannot find the script or external object that implements prefix 'http://schemas.microsoft.com/WebParts/v2/DataView/runtime'.
</code></pre>

<p>Can I tell VS to ignore the prefix? Or somehow provide a dummy schema to get the XSLT to work?</p>

<p>I was think of just removing all the references, editing my transform and then maybe put them back if I need them.</p>",,0,3,,2009. 7. 10 오전 11:21:17,,2009. 7. 10 오전 11:21:17,,,,,15710,,1,1,visual-studio|xslt,678
